psnr,ssim,dist
0.028769,0.329351,0.578992
0.026841,0.284635,0.638463
0.026513,0.239349,0.702093
0.220586,0.992744,0.021103
0.198664,0.980533,0.055975
0.183834,0.966574,0.097670
0.180158,0.964142,0.109879
0.175565,0.964464,0.113059
0.057276,0.618095,0.143098
0.054330,0.581832,0.153642
0.046808,0.534526,0.185765
0.041744,0.458978,0.219055
0.033444,0.396626,0.363874
0.054359,0.759927,0.298767
0.050666,0.686427,0.450011
0.048973,0.649038,0.545777
0.047893,0.613331,0.587982
0.025377,0.514572,0.488409
1.000000,1.000000,0.000003
0.047373,0.610788,0.216221
0.037486,0.502966,0.272470
0.031156,0.371385,0.359302
0.027443,0.313459,0.432096
0.210712,0.978639,0.014595
0.139330,0.947403,0.048236
0.119069,0.922046,0.078578
0.084856,0.828184,0.240584
0.050267,0.650329,0.416023
0.106108,0.890626,0.053248
0.101662,0.877221,0.064345
0.089698,0.837629,0.119282
0.051687,0.640937,0.423642
0.038605,0.521048,0.593124
0.069652,0.659407,0.135761
0.052166,0.521470,0.189802
0.045213,0.439381,0.230661
0.038520,0.341165,0.265348
0.031991,0.225465,0.345994
0.112972,0.821658,0.071368
0.055620,0.544940,0.177635
0.043356,0.407390,0.244337
0.035418,0.283897,0.307674
0.031939,0.220244,0.348309
0.433522,0.975314,0.091720
0.337377,0.884484,0.223062
0.295832,0.782526,0.255935
0.255628,0.622406,0.302425
0.232033,0.489262,0.355158
0.166753,0.965863,0.012505
0.104374,0.886717,0.071905
0.088511,0.827825,0.118269
0.074813,0.751411,0.187071
0.059889,0.625353,0.296057
0.048488,0.758534,0.146959
0.037545,0.660314,0.250747
0.034069,0.590094,0.300477
0.027812,0.455484,0.418074
0.022963,0.333524,0.556831
0.055926,0.953646,0.009103
0.031407,0.901351,0.024993
0.018722,0.788219,0.067228
0.013998,0.612833,0.141971
0.019480,0.426992,0.265711
0.144662,0.995637,0.006566
0.061238,0.981863,0.019286
0.040532,0.921584,0.052222
0.026194,0.625933,0.159333
0.023061,0.157865,0.500865
0.057775,0.965925,0.045850
0.082897,0.990243,0.017614
1.000000,1.000000,0.000003
0.034353,0.613645,0.091669
0.029228,0.444899,0.170492
0.061280,0.883618,0.017786
0.036933,0.857154,0.029194
0.017614,0.721391,0.094129
0.022150,0.618076,0.262255
0.021878,0.492315,0.465633
0.266482,0.984671,0.031729
0.236889,0.973789,0.047389
0.204072,0.951030,0.081599
0.189440,0.938447,0.096196
0.176089,0.922914,0.111107
0.137386,0.937134,0.057464
0.129977,0.923260,0.070454
0.132871,0.924782,0.074152
0.124448,0.913154,0.060516
0.094871,0.805458,0.212626
0.070146,0.769797,0.143435
0.043453,0.717618,0.188089
0.044124,0.648082,0.235075
0.035421,0.591930,0.303130
0.033778,0.581845,0.331497
0.289582,0.991254,0.066121
0.249552,0.976404,0.094348
0.225393,0.961518,0.111760
0.211155,0.953805,0.168844
0.204349,0.944654,0.187866
0.095675,0.913394,0.115769
0.074513,0.817091,0.216540
0.063508,0.737319,0.295053
0.047348,0.561590,0.414022
0.035333,0.365427,0.494788
0.033789,0.431465,0.208299
0.029916,0.619089,0.136560
0.025412,0.890941,0.070422
0.025412,0.943834,0.082877
0.030394,0.833269,0.192072
1.000000,1.000000,0.000002
0.230371,0.992586,0.027976
0.149842,0.948689,0.133283
0.129510,0.899304,0.301876
0.093895,0.822360,0.545785
0.174276,0.973961,0.064716
0.141686,0.932130,0.160983
0.125084,0.881017,0.338434
0.110249,0.845351,0.427055
0.099122,0.820008,0.510746
1.000000,1.000000,0.000002
0.192542,0.983108,0.046856
0.157274,0.957654,0.134142
0.140489,0.930568,0.214348
0.126945,0.894247,0.342518
0.230221,0.992833,0.053205
0.077111,0.853092,0.452060
0.040142,0.721193,0.668875
0.040724,0.660460,0.785973
0.026940,0.552964,0.871145
0.231735,0.988906,0.057426
0.217319,0.980663,0.182577
0.198462,0.970655,0.347161
0.200951,0.973511,0.325358
0.190664,0.969203,0.416169
0.128094,0.873066,0.161472
0.126219,0.877399,0.170879
0.117673,0.859771,0.214581
0.066070,0.795045,0.286486
0.020224,0.401639,0.412527
0.110402,0.971180,0.267249
0.100433,0.957165,0.337840
0.096955,0.949653,0.379552
0.096333,0.942527,0.401992
0.032586,0.904949,0.460559
1.000000,1.000000,0.000002
0.092238,0.925621,0.267032
0.081150,0.849804,0.437221
0.041997,0.726753,0.661001
0.029536,0.657506,0.751268
0.311910,0.993957,0.013468
0.216498,0.983530,0.066482
0.181203,0.973416,0.079974
0.136056,0.927978,0.219748
0.109070,0.874848,0.389170
0.138730,0.942799,0.118327
0.135763,0.937572,0.150764
0.122870,0.921527,0.246370
0.082528,0.849713,0.462666
0.058756,0.821622,0.589598
0.065577,0.542681,0.216744
0.048089,0.384164,0.260881
0.040916,0.297630,0.289951
0.034350,0.205975,0.324074
0.028038,0.108109,0.396846
0.108267,0.752704,0.175734
0.050606,0.409849,0.240078
0.038915,0.268232,0.303303
0.030972,0.155504,0.354820
0.027726,0.103563,0.402333
0.425839,0.971434,0.208316
0.329574,0.861409,0.313451
0.286820,0.739099,0.328706
0.246865,0.551808,0.367290
0.221042,0.395601,0.413331
0.189016,0.966365,0.034611
0.119952,0.868245,0.163656
0.098898,0.780128,0.230442
0.076390,0.653950,0.293127
0.048506,0.445718,0.373317
0.082641,0.838520,0.354566
0.076580,0.726047,0.453909
0.071727,0.648373,0.487512
0.053873,0.489544,0.521634
0.037651,0.320824,0.609019
0.062263,0.987850,0.026686
0.015457,0.958248,0.072868
0.015831,0.870387,0.172119
0.011361,0.719283,0.320378
0.016546,0.540888,0.502041
0.141217,0.995630,0.010604
0.058526,0.981763,0.027740
0.016649,0.918121,0.084295
0.016183,0.585363,0.261111
0.013885,0.000000,0.553447
0.056355,0.970907,0.074385
0.094616,0.991942,0.020566
1.000000,1.000000,0.000002
0.023430,0.723582,0.104933
0.022517,0.247590,0.266470
0.162736,0.994128,0.010179
0.000425,0.930975,0.053161
0.027853,0.932533,0.077940
0.058007,0.884187,0.294886
0.090143,0.834769,0.513900
0.315416,0.992225,0.025142
0.264138,0.983344,0.082538
0.250662,0.978291,0.084732
0.229219,0.965726,0.149836
0.245228,0.974955,0.078020
0.147272,0.922929,0.060285
0.144693,0.919902,0.099327
0.149187,0.925713,0.093481
0.141891,0.915541,0.089573
0.122734,0.857888,0.324367
0.085656,0.951367,0.229589
0.055659,0.928074,0.264241
0.050132,0.888829,0.280997
0.031942,0.700604,0.383282
0.020020,0.434055,0.423200
0.297605,0.989722,0.168889
0.244066,0.972892,0.243476
0.231989,0.966213,0.318856
0.208799,0.948297,0.383277
0.196348,0.942603,0.446057
0.123058,0.950161,0.198447
0.104625,0.889408,0.313504
0.097693,0.840842,0.391903
0.086351,0.728694,0.511666
0.064958,0.540139,0.607385
0.027062,0.275858,0.297394
0.019495,0.654356,0.200383
0.000155,0.905705,0.105459
0.000155,0.950425,0.144026
0.023446,0.849619,0.304419
1.000000,1.000000,0.000003
0.294772,0.996786,0.012200
0.178231,0.977581,0.079402
0.108347,0.914813,0.248121
0.061316,0.762619,0.503155
0.235794,0.991834,0.029969
0.162883,0.968764,0.099057
0.101760,0.889280,0.297520
0.080875,0.811736,0.397310
0.066863,0.756436,0.472813
1.000000,1.000000,0.000003
0.252366,0.994643,0.023530
0.209330,0.978447,0.065248
0.164550,0.951517,0.141882
0.121468,0.878508,0.242087
0.133347,0.910174,0.085801
0.021292,0.539546,0.445694
0.018729,0.496589,0.561637
0.024460,0.429521,0.705990
0.021444,0.384477,1.000000
0.267821,0.994338,0.015430
0.244251,0.983384,0.086862
0.224497,0.978685,0.113752
0.225299,0.979399,0.129326
0.218926,0.978861,0.156883
0.094730,0.808696,0.069365
0.071669,0.744326,0.099351
0.070058,0.723791,0.129679
0.052372,0.635841,0.206604
0.041657,0.424157,0.322564
0.023917,0.786126,0.202989
0.025721,0.732782,0.333304
0.026697,0.707374,0.405520
0.020759,0.682300,0.477820
0.016947,0.633983,0.533146
1.000000,1.000000,0.000003
0.026495,0.572979,0.300436
0.022427,0.542129,0.415963
0.018359,0.496498,0.526545
0.020843,0.405700,0.749549
0.300414,0.990444,0.003267
0.248485,0.980839,0.022432
0.218363,0.972639,0.046443
0.144400,0.930575,0.142226
0.081847,0.835842,0.384976
0.150957,0.938681,0.052553
0.145182,0.932232,0.057576
0.124906,0.910829,0.120342
0.063599,0.771667,0.431993
0.033728,0.707303,0.604577
0.066633,0.575081,0.191083
0.049225,0.413943,0.276958
0.042326,0.322264,0.321747
0.035760,0.220429,0.383172
0.029456,0.110660,0.473232
0.109807,0.776278,0.093228
0.052117,0.440212,0.250458
0.040286,0.290025,0.355847
0.032532,0.166131,0.427890
0.029249,0.106807,0.486869
0.427167,0.969291,0.084280
0.334836,0.857078,0.235444
0.293610,0.729524,0.297647
0.251713,0.534780,0.370637
0.227560,0.393808,0.442318
0.112165,0.821942,0.081111
0.060055,0.574698,0.245546
0.051463,0.459398,0.341101
0.042536,0.350322,0.425730
0.034598,0.220055,0.546122
0.100739,0.845018,0.175806
0.070188,0.725939,0.321743
0.059864,0.638414,0.386660
0.041381,0.439551,0.553734
0.029811,0.292871,0.631505
0.026753,0.976144,0.017140
0.031746,0.940628,0.043837
0.019859,0.852146,0.119872
0.017488,0.705178,0.281152
0.018563,0.568669,0.510538
0.125371,0.996888,0.006463
0.041123,0.988552,0.020123
0.030858,0.952007,0.052953
0.014638,0.773995,0.137995
0.020097,0.393574,0.356052
0.033771,0.943199,0.090169
0.045067,0.979454,0.029708
1.000000,1.000000,0.000003
0.046209,0.808948,0.033973
0.029122,0.696825,0.089622
0.190320,0.996891,0.002981
0.171002,0.992381,0.010269
0.072479,0.974980,0.058780
0.051082,0.921014,0.237795
0.057733,0.823632,0.394922
0.277248,0.985934,0.053474
0.251196,0.978597,0.084763
0.234520,0.971658,0.064942
0.222449,0.966663,0.068745
0.196873,0.946647,0.127900
0.186092,0.964009,0.049146
0.178617,0.958900,0.065028
0.179583,0.959427,0.053121
0.166606,0.946974,0.068477
0.130700,0.881552,0.217453
0.076638,0.906490,0.081845
0.048144,0.827761,0.145603
0.044112,0.751098,0.199783
0.032395,0.705438,0.237132
0.027276,0.631370,0.290814
0.295710,0.986806,0.109535
0.246255,0.978923,0.189017
0.232254,0.968433,0.247544
0.212691,0.959335,0.340928
0.194216,0.946854,0.367609
0.097844,0.867455,0.145908
0.069252,0.739725,0.264103
0.057229,0.638521,0.342350
0.041909,0.437481,0.490866
0.031650,0.238974,0.629746
0.033190,0.655532,0.221140
0.021343,0.803973,0.135829
0.015635,0.944077,0.061376
0.015635,0.968307,0.054557
0.031533,0.900236,0.164682
1.000000,1.000000,0.000003
0.137125,0.986589,0.031422
0.082401,0.887922,0.154205
0.059356,0.710897,0.368378
0.039359,0.464395,0.578706
0.104950,0.953497,0.068499
0.076633,0.843667,0.196554
0.055712,0.634264,0.399471
0.046711,0.508396,0.483660
0.041047,0.438651,0.541691
1.000000,1.000000,0.000003
0.115681,0.970958,0.053132
0.086985,0.896698,0.153194
0.075698,0.805418,0.247390
0.061527,0.676442,0.381481
0.135378,0.971180,0.069216
0.032766,0.610524,0.318272
0.024226,0.453568,0.475856
0.023020,0.411425,0.515602
0.021745,0.367236,0.564985
0.179945,0.984755,0.048980
0.153944,0.939873,0.175364
0.146948,0.933291,0.242497
0.145316,0.933494,0.259694
0.142476,0.932420,0.281731
0.062006,0.782791,0.085781
0.057736,0.760676,0.104471
0.050481,0.729335,0.142894
0.039903,0.666541,0.244612
0.033034,0.529645,0.356359
0.055957,0.909997,0.263031
0.051898,0.875057,0.359488
0.051224,0.858477,0.398571
0.048410,0.843188,0.429201
0.027550,0.815362,0.454191
1.000000,1.000000,0.000003
0.045672,0.681388,0.216205
0.032026,0.579876,0.320146
0.024718,0.385570,0.518059
0.022969,0.331400,0.566188
0.123868,0.959541,0.031933
0.079433,0.900159,0.099937
0.067397,0.852956,0.183376
0.050024,0.704590,0.365693
0.037300,0.520512,0.541261
0.083114,0.908884,0.052743
0.079638,0.898489,0.068997
0.070664,0.867107,0.104859
0.044297,0.706492,0.382200
0.035149,0.600037,0.464936
0.066173,0.764437,0.126561
0.048576,0.657704,0.187467
0.041488,0.592483,0.220836
0.034699,0.507528,0.256351
0.028325,0.395945,0.306635
0.108951,0.879243,0.054225
0.051356,0.672732,0.172072
0.039305,0.561480,0.219512
0.031345,0.447735,0.277992
0.028073,0.384741,0.317873
0.421160,0.977295,0.038936
0.332130,0.898810,0.149782
0.290452,0.812246,0.205402
0.249039,0.668177,0.261616
0.224644,0.559650,0.304914
0.155959,0.965334,0.015405
0.086160,0.874189,0.068436
0.066801,0.801810,0.115438
0.052193,0.709469,0.190621
0.038897,0.563399,0.264530
0.056414,0.821489,0.179818
0.036482,0.699930,0.293669
0.036515,0.633394,0.353163
0.031465,0.495287,0.467855
0.028444,0.388604,0.518340
0.031966,0.987096,0.009612
0.018072,0.956719,0.024977
0.014874,0.867676,0.070310
0.013828,0.707734,0.175168
0.022748,0.502018,0.294063
0.117399,0.996303,0.004955
0.034199,0.984975,0.013599
0.022152,0.934642,0.041097
0.015570,0.690742,0.136153
0.015294,0.142866,0.484925
0.030866,0.973188,0.064020
0.060402,0.992975,0.023713
1.000000,1.000000,0.000003
0.027571,0.861967,0.053514
0.021861,0.665072,0.123631
0.052210,0.968911,0.026666
0.033912,0.940952,0.045765
0.027475,0.858452,0.122512
0.021665,0.658279,0.378503
0.024278,0.497988,0.587128
0.255322,0.975195,0.034922
0.215575,0.956970,0.055878
0.191251,0.938915,0.086976
0.178906,0.915564,0.147831
0.171167,0.906538,0.089200
0.097865,0.853683,0.079211
0.089640,0.817618,0.125046
0.093381,0.826416,0.133236
0.085708,0.796768,0.139154
0.065684,0.596515,0.390425
0.071122,0.919181,0.091805
0.046496,0.890130,0.147182
0.040495,0.857782,0.199006
0.034968,0.803822,0.235448
0.027969,0.737710,0.258072
0.287348,0.986174,0.073126
0.249168,0.976031,0.130232
0.223551,0.964198,0.157600
0.210238,0.952315,0.171773
0.195426,0.943325,0.238984
0.056127,0.873014,0.151695
0.046012,0.744618,0.252934
0.041318,0.652814,0.321939
0.033092,0.490137,0.415986
0.025981,0.340468,0.495323
0.028905,0.655193,0.192343
0.022287,0.817308,0.128168
0.009673,0.946217,0.065185
0.009673,0.964080,0.072547
0.024703,0.876176,0.180885
1.000000,1.000000,0.000000
0.031400,0.989530,0.044230
0.014513,0.908164,0.211919
0.024942,0.792295,0.391809
0.025002,0.649437,0.617665
0.038529,0.961763,0.104919
0.019108,0.870646,0.253321
0.023425,0.743436,0.408104
0.019968,0.672861,0.499962
0.022057,0.633281,0.583573
1.000000,1.000000,0.000000
0.009470,0.981407,0.079674
0.012759,0.882942,0.225078
0.019289,0.834660,0.294592
0.017683,0.813997,0.407013
0.246143,0.993034,0.072168
0.034575,0.781236,0.431866
0.025350,0.715540,0.535217
0.025212,0.663397,0.587051
0.023815,0.514965,0.674621
0.213173,0.981107,0.044798
0.188442,0.958852,0.169819
0.175142,0.954290,0.281249
0.172944,0.954586,0.300727
0.170862,0.955330,0.308291
0.018251,0.851540,0.104135
0.019619,0.853698,0.115664
0.025226,0.824174,0.138147
0.023540,0.844541,0.199300
0.019219,0.709881,0.299725
0.056464,0.979066,0.163422
0.049503,0.965522,0.250877
0.055106,0.957783,0.298296
0.047190,0.949463,0.331751
0.008393,0.925076,0.387052
1.000000,1.000000,0.000000
0.056562,0.916963,0.237667
0.034262,0.782769,0.395176
0.026292,0.686237,0.498255
0.024812,0.539356,0.627968
0.232718,0.984874,0.025698
0.152749,0.952364,0.105046
0.100276,0.927069,0.141337
0.098622,0.845129,0.338635
0.076292,0.742504,0.509846
0.110577,0.917449,0.109248
0.113674,0.908560,0.121825
0.090345,0.881691,0.159049
0.056860,0.770975,0.417714
0.045722,0.703509,0.567567
0.065407,0.633480,0.195081
0.047629,0.482772,0.248503
0.040751,0.395704,0.299387
0.033894,0.290250,0.354567
0.027442,0.167096,0.449342
0.108174,0.810439,0.131366
0.050407,0.506514,0.248954
0.038545,0.359965,0.318304
0.030523,0.227311,0.407841
0.027328,0.159156,0.477664
0.421797,0.965774,0.104558
0.331993,0.856281,0.202604
0.290436,0.732307,0.250449
0.248126,0.529000,0.347432
0.225716,0.401434,0.408760
0.086815,0.764011,0.140790
0.039858,0.472000,0.261716
0.031981,0.342189,0.329276
0.025398,0.224461,0.433803
0.021188,0.096052,0.590496
0.065934,0.784097,0.353643
0.026405,0.648190,0.455333
0.037221,0.554133,0.506209
0.034257,0.343394,0.640108
0.032267,0.205842,0.727810
0.019292,0.996102,0.017788
0.031868,0.985976,0.056707
0.013855,0.949377,0.144198
0.013048,0.828778,0.329862
0.021690,0.650409,0.620720
0.102313,0.998822,0.011066
0.017567,0.995154,0.030034
0.027267,0.980884,0.070093
0.013084,0.913237,0.156928
0.015858,0.619343,0.383082
0.016370,0.977926,0.074965
0.035525,0.994100,0.022182
1.000000,1.000000,0.000000
0.049648,0.994158,0.034266
0.016773,0.975573,0.084434
0.144713,0.996155,0.010027
0.100651,0.986231,0.020159
0.009104,0.941222,0.082806
0.026347,0.804201,0.284457
0.028156,0.675429,0.490334
0.276348,0.982394,0.039913
0.233714,0.967050,0.073635
0.221676,0.962399,0.055931
0.199378,0.939697,0.100064
0.185954,0.926803,0.099545
0.120931,0.858311,0.067403
0.052034,0.799212,0.102912
0.011988,0.818526,0.109669
0.017876,0.816748,0.115282
0.019485,0.683966,0.283617
0.096924,0.960914,0.059728
0.069328,0.940812,0.114611
0.054874,0.926887,0.134814
0.045966,0.901219,0.178585
0.029339,0.845013,0.371207
0.303626,0.988355,0.119049
0.247811,0.974920,0.253641
0.226027,0.968210,0.322936
0.065000,0.960053,0.300356
0.199525,0.942578,0.446838
0.086446,0.901237,0.218436
0.064091,0.778854,0.330853
0.056623,0.690785,0.403467
0.049807,0.551770,0.523538
0.046039,0.444509,0.615941
0.040923,0.934451,0.208202
0.019485,0.964377,0.143788
0.002727,0.986749,0.076001
0.002727,0.982163,0.107947
0.030999,0.920636,0.279388
1.000000,1.000000,0.000003
0.140592,0.987043,0.027093
0.082583,0.902262,0.166957
0.062387,0.798101,0.371336
0.031600,0.693587,0.615168
0.113508,0.955478,0.069197
0.075193,0.866257,0.214007
0.061601,0.760479,0.403716
0.047342,0.710275,0.517862
0.032908,0.684770,0.584657
1.000000,1.000000,0.000003
0.126310,0.974302,0.063798
0.101441,0.916991,0.220572
0.069238,0.843716,0.264892
0.066423,0.782254,0.412033
0.158667,0.982427,0.100339
0.026954,0.721459,0.413095
0.020566,0.634017,0.591783
0.019178,0.597211,0.660938
0.020074,0.552236,0.677905
0.186449,0.981547,0.032228
0.172004,0.951350,0.191997
0.169129,0.948516,0.277898
0.167904,0.947655,0.315058
0.167213,0.947654,0.332781
0.030042,0.757590,0.082384
0.033599,0.732530,0.104762
0.032160,0.705530,0.133360
0.028600,0.602356,0.188386
0.023842,0.504221,0.299785
0.045808,0.946373,0.228688
0.042046,0.920212,0.381498
0.043132,0.906661,0.466876
0.044780,0.893489,0.519944
0.017975,0.866068,0.515477
1.000000,1.000000,0.000003
0.041253,0.786424,0.226378
0.024402,0.714325,0.350507
0.018917,0.602663,0.550069
0.019391,0.524630,0.682051
0.184518,0.964165,0.085697
0.116834,0.940736,0.149010
0.104599,0.924860,0.170636
0.086833,0.854310,0.328164
0.070748,0.755304,0.583953
0.102685,0.918495,0.095190
0.099984,0.912248,0.096384
0.092525,0.890238,0.183070
0.051915,0.793303,0.403953
0.037583,0.736231,0.458530
0.065531,0.603634,0.152475
0.047760,0.462677,0.197041
0.040828,0.389317,0.245229
0.034053,0.307463,0.274421
0.027669,0.219362,0.347187
0.108264,0.787323,0.065876
0.050526,0.487566,0.200368
0.038648,0.363233,0.252001
0.030795,0.262780,0.307216
0.027344,0.212337,0.349668
0.418444,0.967829,0.106271
0.330680,0.862025,0.161415
0.291220,0.748458,0.216914
0.249065,0.570986,0.283455
0.225747,0.443828,0.309062
0.097792,0.753364,0.073592
0.044602,0.467840,0.216337
0.035908,0.360712,0.267930
0.028545,0.274100,0.336971
0.023343,0.183146,0.421676
0.064165,0.849368,0.197162
0.056208,0.737269,0.344413
0.055339,0.636476,0.423152
0.039118,0.420244,0.498311
0.032435,0.276528,0.596654
0.021332,0.994165,0.013170
0.016892,0.980533,0.041499
0.018195,0.932643,0.110916
0.009165,0.834605,0.265345
0.023312,0.735016,0.456512
0.111059,0.998327,0.003842
0.026750,0.993637,0.015734
0.019047,0.974956,0.046911
0.017583,0.886116,0.120267
0.013267,0.556491,0.315881
0.019193,0.967557,0.069244
0.023675,0.993489,0.019418
1.000000,1.000000,0.000003
0.049441,0.986070,0.024713
0.030037,0.946915,0.056941
0.090421,0.993028,0.016685
0.041555,0.977875,0.046223
0.038809,0.936552,0.098561
0.056293,0.815087,0.256398
0.061843,0.720568,0.432357
0.297916,0.988969,0.021574
0.261286,0.980372,0.017996
0.231521,0.964774,0.060810
0.238500,0.971756,0.044685
0.218189,0.954615,0.088724
0.115451,0.861740,0.065777
0.104823,0.821762,0.088891
0.110797,0.841841,0.082365
0.109463,0.834276,0.086439
0.094617,0.722570,0.260820
0.077410,0.921323,0.088920
0.053083,0.886535,0.119165
0.045789,0.872815,0.128192
0.034784,0.858842,0.169759
0.029111,0.846720,0.238683
0.305018,0.987129,0.078814
0.245020,0.978883,0.142214
0.222878,0.966290,0.184451
0.211111,0.960235,0.268523
0.202092,0.954752,0.324430
0.092548,0.921314,0.174067
0.078929,0.818797,0.312376
0.068015,0.723179,0.403253
0.045251,0.497121,0.514449
0.029972,0.273724,0.599748
0.030321,0.920285,0.143308
0.026000,0.961950,0.087387
0.011862,0.987022,0.039095
0.011862,0.986948,0.053837
0.026628,0.949336,0.161267
1.000000,1.000000,0.000004
0.148569,0.970289,0.042745
